0 - 1 - 2      	58041.859989004	0.0            	0.0            	0.0            	58041.860046875	0.0            	0.0            	0.0            	58041.860104745	0.0            	0.0            	0.0            	58041.860046875	NaN            	NaN            	NaN            
0 - 1 - 3      	58041.859989004	0.0            	0.0            	0.0            	58041.860046875	0.0            	0.0            	0.0            	58041.860162615	0.0            	0.0            	0.0            	58041.860046875	NaN            	NaN            	NaN            
0 - 1 - 4      	58041.859989004	0.0            	0.0            	0.0            	58041.860046875	0.0            	0.0            	0.0            	58041.860232060	0.0            	0.0            	0.0            	58041.860046875	NaN            	NaN            	NaN            
0 - 2 - 3      	58041.859989004	0.0            	0.0            	0.0            	58041.860104745	0.0            	0.0            	0.0            	58041.860162615	0.0            	0.0            	0.0            	58041.860104745	NaN            	NaN            	NaN            
0 - 2 - 4      	58041.859989004	0.0            	0.0            	0.0            	58041.860104745	0.0            	0.0            	0.0            	58041.860232060	0.0            	0.0            	0.0            	58041.860104745	NaN            	NaN            	NaN            
0 - 3 - 4      	58041.859989004	0.0            	0.0            	0.0            	58041.860162615	0.0            	0.0            	0.0            	58041.860232060	0.0            	0.0            	0.0            	58041.860162615	NaN            	NaN            	NaN            
1 - 2 - 3      	58041.860046875	0.0            	0.0            	0.0            	58041.860104745	0.0            	0.0            	0.0            	58041.860162615	0.0            	0.0            	0.0            	58041.860104745	NaN            	NaN            	NaN            
1 - 2 - 4      	58041.860046875	0.0            	0.0            	0.0            	58041.860104745	0.0            	0.0            	0.0            	58041.860232060	0.0            	0.0            	0.0            	58041.860104745	NaN            	NaN            	NaN            
1 - 3 - 4      	58041.860046875	0.0            	0.0            	0.0            	58041.860162615	0.0            	0.0            	0.0            	58041.860232060	0.0            	0.0            	0.0            	58041.860162615	NaN            	NaN            	NaN            
2 - 3 - 4      	58041.860104745	0.0            	0.0            	0.0            	58041.860162615	0.0            	0.0            	0.0            	58041.860232060	0.0            	0.0            	0.0            	58041.860162615	NaN            	NaN            	NaN            
0 - 1 - 2      	58041.859989004	0.0            	0.0            	0.0            	58041.860046875	0.0            	0.0            	0.0            	58041.860104745	0.0            	0.0            	0.0            	58041.860046875	NaN            	NaN            	NaN            
0 - 1 - 3      	58041.859989004	0.0            	0.0            	0.0            	58041.860046875	0.0            	0.0            	0.0            	58041.860162615	0.0            	0.0            	0.0            	58041.860046875	NaN            	NaN            	NaN            
0 - 1 - 4      	58041.859989004	0.0            	0.0            	0.0            	58041.860046875	0.0            	0.0            	0.0            	58041.860232060	0.0            	0.0            	0.0            	58041.860046875	NaN            	NaN            	NaN            
0 - 2 - 3      	58041.859989004	0.0            	0.0            	0.0            	58041.860104745	0.0            	0.0            	0.0            	58041.860162615	0.0            	0.0            	0.0            	58041.860104745	NaN            	NaN            	NaN            
0 - 2 - 4      	58041.859989004	0.0            	0.0            	0.0            	58041.860104745	0.0            	0.0            	0.0            	58041.860232060	0.0            	0.0            	0.0            	58041.860104745	NaN            	NaN            	NaN            
