0 - 1 - 2      	55185.900579976	21.161246175015	42.327800698992	5.2819401085525	55185.901621643	21.126120385948	42.438157624259	5.3016765225655	55185.90226    	21.103500866970	42.503586757710	5.3134964884440	55185.901621643	-0.324797252483	0.9696951721617	0.1744888364498
0 - 1 - 3      	55185.900579976	19.030526784796	38.085924911128	4.8206784870291	55185.901621643	19.001427698157	38.190942346308	4.8390329141197	55185.9033     	18.950651516864	38.352377632146	4.8676228524129	55185.901621643	-0.344790816363	0.7745710562735	0.1434530564066
0 - 1 - 4      	55185.900579976	60.584259318097	120.81186842934	13.816298528153	55185.901621643	58.854955752619	117.85729325240	13.516984381811	55185.90374    	55.547789696785	112.18838267546	12.941006741170	55185.901621643	-15.82155975887	-27.20708169353	-2.772213094249
0 - 1 - 5      	55185.900579976	1.2242406328709	2.6368392894483	0.9659445124603	55185.901621643	1.2200157399778	2.6462798328590	0.9671992890202	55185.90478    	1.2071870368599	2.6749480695081	0.9710099667144	55185.901621643	NaN            	NaN            	NaN            
0 - 1 - 6      	55185.900579976	3.9670199751944	8.0972154126797	1.5597058743407	55185.901621643	3.9578642579528	8.1191805121329	1.5633552060675	55185.90521    	3.9258378775770	8.1938446935195	1.5757336809673	55185.901621643	-0.082365856189	0.1963229407389	0.0326019898087
0 - 1 - 7      	55185.900579976	8.8202847367992	17.759185158134	2.6103485745937	55185.901621643	8.8325505835365	17.863574304330	2.6247992843892	55185.90625    	8.8837111576386	18.326255751979	2.6887764975594	55185.901621643	0.1009764401947	0.9294445354200	0.1284782920893
0 - 1 - 8      	55185.900579976	0.7281539047894	1.6492206052660	0.8585508454849	55185.901621643	0.7217083189214	1.6501739470580	0.8586947769477	55185.90669    	0.6905744583855	1.6547792084172	0.8593901886252	55185.901621643	NaN            	NaN            	NaN            
0 - 1 - 9      	55185.900579976	3.9485991474543	8.0605428862356	1.5557181033972	55185.901621643	3.9394568586714	8.0823845143379	1.5593470661259	55185.90773    	3.8845635690991	8.2078126589938	1.5801160856281	55185.901621643	-0.082248192622	0.1952111401276	0.0324182045684
0 - 2 - 3      	55185.900579976	8.8202847370154	17.759185158027	2.6103485745906	55185.90226    	8.8127071300987	17.872946092809	2.6276984269587	55185.9033     	8.8075326896006	17.942636447222	2.6383322309687	55185.90226    	-0.293644554508	0.1244708047789	0.0217825499532
0 - 2 - 4      	55185.900579976	3.9697755098953	8.1027011818707	1.5603023969537	55185.90226    	3.9550901821856	8.1383251976405	1.5662065118549	55185.90374    	3.9420162430723	8.1694260281036	1.5713534498308	55185.90226    	-0.082088255333	0.1970660034392	0.0326352353457
0 - 2 - 5      	55185.900579976	8.8202847370154	17.759185158027	2.6103485745906	55185.90226    	8.8127071300987	17.872946092809	2.6276984269587	55185.90478    	8.7994930443038	18.040754738430	2.6533111542673	55185.90226    	-0.059315527601	0.6010038809316	0.0918491750372
0 - 2 - 6      	55185.900579976	3.9482830825416	8.0599136577920	1.5556496810976	55185.90226    	3.9335478761950	8.0951546092070	1.5614990629377	55185.90521    	3.9072709420255	8.1562044769207	1.5716099391525	55185.90226    	-0.082370364174	0.1949269260730	0.0323286813690
0 - 2 - 7      	55185.900579976	3.9432846540850	8.0499626934628	1.5545676131231	55185.90226    	3.9285384176792	8.0851156991685	1.5604043904325	55185.90625    	3.8928491750148	8.1672247476439	1.5740006256877	55185.90226    	-0.082432843663	0.1944358411879	0.0322580842259
0 - 2 - 8      	55185.900579976	3.9439021140026	8.0511919441500	1.5547012818568	55185.90226    	3.9291659919359	8.0863733523631	1.5605415286644	55185.90669    	3.8895113427309	8.1774942770236	1.5756235846781	55185.90226    	-0.082376500448	0.1945940506136	0.0322774454167
0 - 2 - 9      	55185.900579976	3.9364996659518	8.0364550129041	1.5530987877851	55185.90226    	3.9217586739133	8.0715291533302	1.5589228732048	55185.90773    	3.8726098521756	8.1833396048071	1.5774245964796	55185.90226    	-0.082405286524	0.1939944266031	0.0321868089737
0 - 3 - 4      	55185.900579976	14.119308612905	28.308580437425	3.7574899375316	55185.9033     	14.048215121838	28.487812333022	3.7901479983029	55185.90374    	14.036040518982	28.515402907058	3.7952433103383	55185.9033     	-0.258855489456	0.5846415712350	0.1080176161900
0 - 3 - 5      	55185.900579976	3.9477157967176	8.0587842938930	1.5555268740661	55185.9033     	3.9237922499764	8.1156907030812	1.5649664402800	55185.90478    	3.9105919725335	8.1462762193989	1.5700297280989	55185.9033     	-0.082884133669	0.1938215027317	0.0321090911380
0 - 3 - 6      	55185.900579976	3.9287895352558	8.0211055405957	1.5514296860030	55185.9033     	3.9049013574614	8.0776789008397	1.5608145329395	55185.90521    	3.8878643784370	8.1168621062828	1.5672997147846	55185.9033     	-0.082769619710	0.1926637090648	0.0319178403780
