0 - 1 - 6      	37127.27616	0.214748364	10.24229812	269.0197962	350.6990340	104.6588212	1          	0          	7676.966074	55185.9005799768
0 - 1 - 9      	36816.02935	0.214748364	10.25689623	268.8514796	350.5975978	105.3747818	1          	0          	7543.030384	55185.9005799768
0 - 2 - 4      	37265.05060	0.214748364	10.22961744	269.3886129	350.5139886	103.8320616	1          	0          	7693.159513	55185.9005799768
0 - 2 - 6      	36842.16217	0.214748364	10.25362661	268.9664783	350.5286853	105.1308967	1          	0          	7539.466686	55185.9005799768
0 - 2 - 7      	36745.52957	0.214748364	10.25920726	268.8707655	350.5313654	105.4285284	1          	0          	7504.032166	55185.9005799768
0 - 2 - 8      	36764.02434	0.214748364	10.25769932	268.9087987	350.5154005	105.3378030	1          	0          	7508.101323	55185.9005799768
0 - 2 - 9      	36630.13779	0.214748364	10.26491882	268.8018785	350.4989728	105.7073670	1          	0          	7455.443568	55185.9005799768
0 - 3 - 5      	36840.18285	0.214748364	10.25334606	268.9875613	350.5115220	105.0913219	1          	0          	7535.035422	55185.9005799768
0 - 3 - 6      	36523.83946	0.214748364	10.26867126	268.8168311	350.4089697	105.8220219	1          	0          	7399.402806	55185.9005799768
0 - 3 - 7      	36506.75404	0.214748364	10.27101829	268.7388858	350.4572150	105.9791754	1          	0          	7401.304607	55185.9005799768
0 - 3 - 8      	36560.85105	0.214748364	10.26756478	268.8044125	350.4463210	105.7914249	1          	0          	7419.614829	55185.9005799768
0 - 3 - 9      	36445.57675	0.214748364	10.27423745	268.6967610	350.4445161	106.1371245	1          	0          	7376.288646	55185.9005799768
0 - 4 - 5      	36844.59666	0.214748364	10.26008378	268.6744373	350.7589459	105.6247117	1          	0          	7580.626328	55185.9005799768
0 - 4 - 6      	36433.75101	0.214748364	10.27802346	268.5444547	350.5543814	106.4141459	1          	0          	7390.398303	55185.9005799768
0 - 4 - 7      	36451.09432	0.214748364	10.27691489	268.5650561	350.5512288	106.3545522	1          	0          	7396.375982	55185.9005799768
0 - 4 - 8      	36521.23431	0.214748364	10.27205852	268.6659563	350.5247398	106.0836573	1          	0          	7418.151623	55185.9005799768
0 - 4 - 9      	36404.06199	0.214748364	10.27830563	268.5822878	350.5027789	106.3908621	1          	0          	7370.459583	55185.9005799768
0 - 5 - 7      	36182.26854	0.214748364	10.28896175	268.4911944	350.4098793	106.8530132	1          	0          	7270.946351	55185.9005799768
0 - 5 - 8      	36349.43320	0.214748364	10.27875559	268.6618863	350.4009058	106.3255549	1          	0          	7332.223587	55185.9005799768
0 - 5 - 9      	36253.20756	0.214748364	10.28490664	268.5502158	350.4165350	106.6518662	1          	0          	7298.725382	55185.9005799768
0 - 6 - 8      	36608.29826	0.214748364	10.26617281	268.7857657	350.4959600	105.7592289	1          	0          	7446.061864	55185.9005799768
0 - 6 - 9      	36386.17294	0.214748364	10.27857224	268.6022415	350.4741275	106.3806887	1          	0          	7358.819233	55185.9005799768
0 - 7 - 8      	35263.28203	0.214748364	10.32138853	268.7982433	349.4894257	107.6668340	1          	0          	6783.511070	55185.9005799768
0 - 7 - 9      	36323.88702	0.214748364	10.28087407	268.6084417	350.4234183	106.4548199	1          	0          	7326.660633	55185.9005799768
0 - 8 - 9      	36078.96814	0.214748364	10.29630397	268.3439335	350.4482450	107.2474639	1          	0          	7237.805262	55185.9005799768
1 - 2 - 5      	36575.06097	0.214748364	10.26200784	269.0469785	350.2686638	105.8114070	1          	0          	7393.304011	55185.9016216435
1 - 2 - 6      	36403.23641	0.214748364	10.27118017	268.9219966	350.2383816	106.2698340	1          	0          	7324.550352	55185.9016216435
1 - 2 - 7      	64469.07518	0.214748364	9.524052561	289.6721918	350.3033925	51.70799239	1          	0          	14631.55628	55185.9016216435
1 - 3 - 5      	36534.64498	0.214748364	10.26630206	268.9194735	350.3387375	106.0835966	1          	0          	7390.015766	55185.9016216435
1 - 3 - 6      	70778.61923	0.214748364	9.454910877	292.7038776	350.1685361	45.17800680	1          	0          	15533.57820	55185.9016216435
1 - 3 - 7      	36229.08318	0.214748364	10.28402768	268.6410362	350.3290518	106.9943785	1          	0          	7274.356855	55185.9016216435
1 - 3 - 8      	36316.34835	0.214748364	10.27877050	268.7275019	350.3263941	106.7215875	1          	0          	7306.526362	55185.9016216435
1 - 3 - 9      	36225.78298	0.214748364	10.28469422	268.6162660	350.3459478	107.0414332	1          	0          	7275.934239	55185.9016216435
1 - 4 - 5      	36598.55368	0.214748364	10.27385194	268.4631801	350.7412222	106.7809572	1          	0          	7483.590413	55185.9016216435
1 - 4 - 7      	36205.05063	0.214748364	10.29011552	268.4023402	350.4966973	107.4388510	1          	0          	7293.155969	55185.9016216435
1 - 4 - 8      	36308.74400	0.214748364	10.28314256	268.5369454	350.4688372	107.0602335	1          	0          	7327.556568	55185.9016216435
1 - 4 - 9      	36210.28210	0.214748364	10.28859313	268.4623088	350.4539032	107.3284829	1          	0          	7287.994497	55185.9016216435
1 - 5 - 6      	35015.18702	0.214748364	10.34799068	268.0564273	349.8879054	109.7837577	1          	0          	6749.171549	55185.9016216435
1 - 5 - 8      	36153.86457	0.214748364	10.28846166	268.5755906	350.3247491	107.2095176	1          	0          	7244.903748	55185.9016216435
1 - 5 - 9      	36076.34093	0.214748364	10.29403633	268.4602902	350.3571599	107.5178277	1          	0          	7221.054284	55185.9016216435
1 - 6 - 7      	36335.55045	0.214748364	10.28281360	268.5029189	350.5148883	107.0837735	1          	0          	7345.777122	55185.9016216435
1 - 6 - 8      	36506.03923	0.214748364	10.27106083	268.7429706	350.4543192	106.4333532	1          	0          	7399.832031	55185.9016216435
1 - 6 - 9      	36266.31887	0.214748364	10.28477332	268.5366336	350.4375043	107.1228433	1          	0          	7306.598659	55185.9016216435
1 - 7 - 9      	36217.58299	0.214748364	10.28623983	268.5590355	350.3843482	107.1513984	1          	0          	7279.215837	55185.9016216435
2 - 3 - 4      	35097.76877	0.214748364	10.30598879	270.0042912	348.4050919	106.7362507	1          	0          	6566.505296	55185.90226     
2 - 3 - 7      	36137.77451	0.214748364	10.28960263	268.5511494	350.3317070	107.5661586	1          	0          	7240.149235	55185.90226     
2 - 3 - 8      	162901.4913	0.214748364	9.149083165	312.6365582	338.5143317	10.46023795	1          	0          	13799.97313	55185.90226     
2 - 3 - 9      	36159.58591	0.214748364	10.28877596	268.5496053	350.3490968	107.5372086	1          	0          	7251.208060	55185.90226     
2 - 4 - 5      	36578.49468	0.214748364	10.28017248	268.2122168	350.9200047	107.5302598	1          	0          	7507.024084	55185.90226     
2 - 4 - 6      	35998.17465	0.214748364	10.30517420	268.0898861	350.5860069	108.5623863	1          	0          	7229.098034	55185.90226     
2 - 4 - 8      	36256.54421	0.214748364	10.28800083	268.4066913	350.5312602	107.6459708	1          	0          	7318.050911	55185.90226     
2 - 4 - 9      	36157.32625	0.214748364	10.29314434	268.3489369	350.5027002	107.8872436	1          	0          	7275.754736	55185.90226     
2 - 5 - 7      	35827.03693	0.214748364	10.30866209	268.2544073	350.3334477	108.5197550	1          	0          	7122.553938	55185.90226     
2 - 5 - 8      	36084.89045	0.214748364	10.29267947	268.5092059	350.3257180	107.7096201	1          	0          	7218.729335	55185.90226     
2 - 5 - 9      	36012.08489	0.214748364	10.29810470	268.3934129	350.3619932	108.0130099	1          	0          	7197.172621	55185.90226     
2 - 6 - 7      	36326.42110	0.214748364	10.28449185	268.4411040	350.5558904	107.4916466	1          	0          	7349.179193	55185.90226     
2 - 6 - 8      	36522.41988	0.214748364	10.27084944	268.7224042	350.4821784	106.7332336	1          	0          	7410.859263	55185.90226     
2 - 6 - 9      	36251.70707	0.214748364	10.28622236	268.4957251	350.4583961	107.5025198	1          	0          	7304.463192	55185.90226     
2 - 7 - 8      	37001.22694	0.214748364	10.23863162	269.3974460	350.3097554	104.9213858	1          	0          	7560.884270	55185.90226     
2 - 7 - 9      	36199.04454	0.214748364	10.28755529	268.5323251	350.3914706	107.5121359	1          	0          	7273.256529	55185.90226     
2 - 8 - 9      	35879.48688	0.214748364	10.30820779	268.1771322	350.4321579	108.5733963	1          	0          	7157.853061	55185.90226     
3 - 6 - 9      	36305.05970	0.214748364	10.28444225	268.4776627	350.5110779	107.9323279	1          	0          	7333.819022	55185.9033      
3 - 7 - 8      	37284.47068	0.214748364	10.22247734	269.6770685	350.2997160	104.5255741	1          	0          	7665.815837	55185.9033      
3 - 7 - 9      	36214.67110	0.214748364	10.28689191	268.5333020	350.4020479	107.9611803	1          	0          	7281.027805	55185.9033      
3 - 8 - 9      	35796.80116	0.214748364	10.31402099	268.0688945	350.4554945	109.3544693	1          	0          	7129.464428	55185.9033      
4 - 5 - 7      	35414.25935	0.214748364	10.32545997	268.3081058	349.9907852	109.7123868	1          	0          	6911.737896	55185.90374     
4 - 5 - 9      	35813.71072	0.214748364	10.30474568	268.4777231	350.1525555	108.8243948	1          	0          	7087.560975	55185.90374     
4 - 6 - 7      	36530.26587	0.214748364	10.27169709	268.6656301	350.5315186	107.4896674	1          	0          	7423.210763	55185.90374     
4 - 6 - 8      	36801.15554	0.214748364	10.25301542	269.0612976	350.4237616	106.4309120	1          	0          	7506.961863	55185.90374     
4 - 6 - 9      	36350.78830	0.214748364	10.27881185	268.6588107	350.4047348	107.7534720	1          	0          	7333.529013	55185.90374     
4 - 7 - 8      	37399.92041	0.214748364	10.21204021	269.9886147	350.1408360	104.0307055	1          	0          	7680.129737	55185.90374     
4 - 7 - 9      	36225.31230	0.214748364	10.28406867	268.6489941	350.3206293	107.9449704	1          	0          	7271.622336	55185.90374     
5 - 7 - 8      	38790.61770	0.214748364	10.14352990	271.0923757	350.2979598	100.8264389	1          	0          	8224.112677	55185.90478     
